Region,Year,label,poultry_density,max_temp_q1,max_temp_q2,max_temp_q3,max_temp_q4,min_temp_q1,min_temp_q2,min_temp_q3,min_temp_q4,mean_temp_q1,mean_temp_q2,mean_temp_q3,mean_temp_q4,total_rain_q1,total_rain_q2,total_rain_q3,total_rain_q4,Loading,Unloading,Pop_total,F_TOTAL,F_Y_15-64,F_Y_GE65,F_Y_LT15,GDP_Annual,M_TOTAL,M_Y_GE65,M_Y_LT15,M_Y15-64,ndvi_q1,ndvi_q2,ndvi_q3,ndvi_q4,ndwi_q1,ndwi_q2,ndwi_q3,ndwi_q4,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,lai_hv_q1,lai_hv_q2,lai_lv_q1,lai_lv_q2
DE242,2021,1,6513,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,1461,1904,-999,37848,24434,9442,3966,4714.73,36539,6685,4049,25478,0.353,0.558,0.592,0.501,0.201666667,0.155833333,0.190833333,0.188611111,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
DE257,2021,1,15215,6.983214143,16.32483845,26.5173328,22.2429996,-3.379642783,-0.915483855,11.58741903,1.60566664,1.678970789,7.386196995,18.26995676,9.429279405,184.9000016,118.7000005,292.0000078,79.20000124,4707,5623,138105,69551,43831,15578,9906,4995.06,68245,13136,10773,44336,0.375,0.7,0.705,0.593,0.3125,0.253055556,0.235833333,0.205833333,12.35013372,6.318065471,26.06670784,633.5948961,24.93,0.691935459,24.23806454,20.45831171,12.4163062,20.45831171,5.487818645,674.8000111,119.6000024,13.6,56.49633602,292.0000078,79.20000124,292.0000078,184.9000016,1.371643067,1.980987533,1.8824463,1.9857788
DE259,2021,1,15215,6.071785661,14.94741895,25.30283307,20.9319997,-3.20178566,-0.872741907,11.13919322,0.990499964,0.801584104,6.550046436,17.35206595,8.700182694,222.4500027,162.4500018,302.9500086,110.9000001,6343,5920,171143,86921,53999,21479,11187,5410.79,84197,17090,12281,54717,0.405,0.658,0.672,0.578,0.301666667,0.206666667,0.205833333,0.154444444,11.66694306,6.631946538,27.02149614,627.3988789,24.064999,-0.478225788,24.54322479,19.64769947,11.43425801,19.64769947,4.705792052,798.7500132,115.9500007,26.8999998,48.24313781,302.9500086,110.9000001,302.9500086,222.4500027,1.269816067,1.950012233,2.5003662,2.5381775
DE26C,2021,1,5995,6.913095245,16.57774171,26.2053327,22.47699937,-3.14642852,-0.035268823,12.0550535,1.893222208,1.939784906,7.673874354,18.26062572,9.634555322,163.9333386,118.0000006,325.9333407,79.53333512,8214,8863,162697,81789,51439,19191,10975,4614.62,80732,16265,11720,52562,0.393,0.692,0.628,0.571,0.150833333,0.225277778,0.148333333,0.0825,12.52860497,6.302789784,26.29673165,612.0272455,25.053335,1.085376286,23.96795871,20.41142386,12.52561099,20.41142386,5.868781336,687.400015,122.2666714,15.23333393,61.78764962,325.9333407,79.53333512,325.9333407,163.9333386,1.185434967,1.914113333,2.892517,3.0124207
DE277,2021,1,21193,7.172499823,15.40677387,24.9906661,21.63333283,-3.351774074,-0.847903245,11.71080632,0.407666636,1.36038977,6.944078741,17.63552654,8.625399467,166.4000017,147.7500011,363.250008,65.2500005,6416,5942,97172,48408,30673,10971,6605,3579.24,48441,8884,7190,32497,0.37,0.68,0.727,0.592,0.239166667,0.266944444,0.293333333,0.160833333,11.75629907,6.22990087,25.30538924,624.2194045,24.439999,-0.178870954,24.61886995,18.01332731,11.14269968,20.07276244,5.2943198,742.6500112,158.8500033,12.4500002,77.07061495,398.7500067,65.2500005,363.250008,148.500002,1.1860148,1.8779602,2.8941956,3.0002747
DE300,2021,1,10,4.951428556,17.10548368,26.84799933,20.38299977,-3.186428492,0.411935487,13.00645132,3.863333242,1.352956954,8.061688014,19.5824621,10.84304995,116.300002,115.7000013,234.4000008,116.6000004,33181,36142,3664088,1862050,1205316,402358,252672,156034.81,1804273,303283,268698,1229770,0.233,0.642,0.798,0.558,0.458333333,0.348333333,0.305833333,0.316388889,13.45460279,6.989127077,26.3790416,656.0191237,27.41,0.914999979,26.49500002,22.14956422,8.487537578,22.14956422,6.28314481,583.0000046,86.6,23.1000001,44.00613524,234.4000008,89.80000104,234.4000008,116.300002,1.507578533,1.9880473,2.7040405,2.986267
DE300,2021,1,10,4.951428556,17.10548368,26.84799933,20.38299977,-3.186428492,0.411935487,13.00645132,3.863333242,1.352956954,8.061688014,19.5824621,10.84304995,116.300002,115.7000013,234.4000008,116.6000004,33181,36142,3664088,1862050,1205316,402358,252672,156034.81,1804273,303283,268698,1229770,0.233,0.642,0.798,0.558,0.458333333,0.348333333,0.305833333,0.316388889,13.45460279,6.989127077,26.3790416,656.0191237,27.41,0.914999979,26.49500002,22.14956422,8.487537578,22.14956422,6.28314481,583.0000046,86.6,23.1000001,44.00613524,234.4000008,89.80000104,234.4000008,116.300002,1.507578533,1.9880473,2.7040405,2.986267
DE403,2021,1,127128,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,1376,1834,57015,29311,17056,8955,3348,2257.85,28099,6488,3546,17564,-999,-999,-999,-999,0.1075,0.108055556,0.183333333,0.12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.709645567,2.0360616,2.3820496,2.8305054
DE409,2021,1,127128,4.238660596,17.07685439,26.33199927,20.48549923,-3.986785616,0.15491935,12.36199993,3.300416577,0.684961589,7.743144183,19.28296194,10.67405982,123.8000023,123.9749984,192.150002,101.6500007,7699,7145,197195,99384,59583,26738,12813,4443.3,97086,21329,14025,61882,-999,-999,-999,-999,0.170833333,0.191388889,0.189166667,0.091111111,13.13793248,7.0833012,25.89365374,673.0423114,27.557499,0.20214285,27.35535615,21.94231347,8.030316341,21.94231347,5.577480794,541.5750034,67.85000126,19.52500016,38.71092158,192.150002,96.90000082,192.150002,123.8000023,1.503611267,1.9912313,2.615631,2.9483643
DE409,2021,1,127128,4.238660596,17.07685439,26.33199927,20.48549923,-3.986785616,0.15491935,12.36199993,3.300416577,0.684961589,7.743144183,19.28296194,10.67405982,123.8000023,123.9749984,192.150002,101.6500007,7699,7145,197195,99384,59583,26738,12813,4443.3,97086,21329,14025,61882,-999,-999,-999,-999,0.170833333,0.191388889,0.189166667,0.091111111,13.13793248,7.0833012,25.89365374,673.0423114,27.557499,0.20214285,27.35535615,21.94231347,8.030316341,21.94231347,5.577480794,541.5750034,67.85000126,19.52500016,38.71092158,192.150002,96.90000082,192.150002,123.8000023,1.503611267,1.9912313,2.615631,2.9483643
DE409,2021,1,127128,4.238660596,17.07685439,26.33199927,20.48549923,-3.986785616,0.15491935,12.36199993,3.300416577,0.684961589,7.743144183,19.28296194,10.67405982,123.8000023,123.9749984,192.150002,101.6500007,7699,7145,197195,99384,59583,26738,12813,4443.3,97086,21329,14025,61882,-999,-999,-999,-999,0.170833333,0.191388889,0.189166667,0.091111111,13.13793248,7.0833012,25.89365374,673.0423114,27.557499,0.20214285,27.35535615,21.94231347,8.030316341,21.94231347,5.577480794,541.5750034,67.85000126,19.52500016,38.71092158,192.150002,96.90000082,192.150002,123.8000023,1.503611267,1.9912313,2.615631,2.9483643
DE40B,2021,1,127128,5.202261877,17.355376,27.1088888,21.0942218,-5.420952324,-0.604838677,11.80752659,2.409666657,0.873750597,7.696059488,19.25421338,10.39907388,129.2000033,126.9000015,241.5666765,91.43333319,5688,5442,108396,55197,30335,18542,6286,3026.01,53724,13370,6552,33180,-999,-999,-999,-999,0.151666667,0.192222222,0.235,0.122222222,13.07816477,7.044780872,26.50810314,665.9889533,26.68,0.104047603,26.5759524,21.70044002,13.15398111,21.70044002,5.678541715,589.1000144,97.70000279,13.4000003,51.59512206,241.5666765,91.43333319,241.5666765,129.2000033,1.5648397,1.984608967,2.7308044,2.9355774
DE40B,2021,1,127128,5.202261877,17.355376,27.1088888,21.0942218,-5.420952324,-0.604838677,11.80752659,2.409666657,0.873750597,7.696059488,19.25421338,10.39907388,129.2000033,126.9000015,241.5666765,91.43333319,5688,5442,108396,55197,30335,18542,6286,3026.01,53724,13370,6552,33180,-999,-999,-999,-999,0.151666667,0.192222222,0.235,0.122222222,13.07816477,7.044780872,26.50810314,665.9889533,26.68,0.104047603,26.5759524,21.70044002,13.15398111,21.70044002,5.678541715,589.1000144,97.70000279,13.4000003,51.59512206,241.5666765,91.43333319,241.5666765,129.2000033,1.5648397,1.984608967,2.7308044,2.9355774
DE40C,2021,1,127128,4.993928362,17.32650506,26.9541105,20.72561097,-4.082202279,0.129247313,12.67919327,3.107777686,0.823308994,7.955334276,19.66747746,10.70980678,119.4833369,120.7666674,211.8333343,86.83333463,7925,9234,179276,91425,52410,27565,11293,4992.89,87616,21200,12014,54147,-999,-999,-999,-999,0.130833333,0.1225,0.225,0.127777778,13.35254636,7.127128956,25.79989667,688.0391051,28.038332,0.413690524,27.62464148,22.2876274,13.46684789,22.2876274,5.631654331,538.9166733,112.5000013,15.90000022,55.20738173,211.8333343,86.83333463,211.8333343,119.4833369,1.647766133,2.0342102,2.6822815,2.959076
DE40D,2021,1,127128,4.533333385,16.5335479,26.07272143,19.76066667,-3.663333266,-0.109301063,12.02112877,3.679611022,0.848360181,7.351788916,18.79421581,10.33617775,121.2500005,136.2166716,240.1500091,129.7500022,5781,6678,98808,49729,29104,14717,5890,2833.84,49144,11404,6464,30863,-999,-999,-999,-999,0.1325,0.249166667,0.230833333,0.143333333,12.72034539,6.775419453,25.59418314,667.2885775,26.861664,0.389166654,26.47249735,21.44905191,7.394518908,21.44905191,5.350568657,627.3666834,101.600004,25.15000014,43.65001306,240.1500091,94.3166696,240.1500091,121.2500005,1.551706967,2.042032867,2.7071228,2.9789734
DE40E,2021,1,127128,5.017397676,17.15714258,26.82471343,20.7621901,-3.229948866,0.94184333,12.52751134,3.585333229,1.247995375,8.015745817,19.40830491,10.7009229,116.0857174,127.5142882,209.2857187,110.2857152,7147,7460,217954,110077,67092,27608,15169,5945.51,107234,22316,16095,68793,-999,-999,-999,-999,0.153333333,0.179722222,0.198333333,0.08,13.46203754,7.237590582,27.11527149,662.3020328,27.464285,0.772350221,26.69193478,22.09081879,8.611570748,22.09081879,6.188997688,563.1714395,88.37142794,26.64285812,43.08961136,209.2857187,90.1714321,209.2857187,116.0857174,1.710133867,2.1414388,2.567627,2.9093323
DE40E,2021,1,127128,5.017397676,17.15714258,26.82471343,20.7621901,-3.229948866,0.94184333,12.52751134,3.585333229,1.247995375,8.015745817,19.40830491,10.7009229,116.0857174,127.5142882,209.2857187,110.2857152,7147,7460,217954,110077,67092,27608,15169,5945.51,107234,22316,16095,68793,-999,-999,-999,-999,0.153333333,0.179722222,0.198333333,0.08,13.46203754,7.237590582,27.11527149,662.3020328,27.464285,0.772350221,26.69193478,22.09081879,8.611570748,22.09081879,6.188997688,563.1714395,88.37142794,26.64285812,43.08961136,209.2857187,90.1714321,209.2857187,116.0857174,1.710133867,2.1414388,2.567627,2.9093323
DE40E,2021,1,127128,5.017397676,17.15714258,26.82471343,20.7621901,-3.229948866,0.94184333,12.52751134,3.585333229,1.247995375,8.015745817,19.40830491,10.7009229,116.0857174,127.5142882,209.2857187,110.2857152,7147,7460,217954,110077,67092,27608,15169,5945.51,107234,22316,16095,68793,-999,-999,-999,-999,0.153333333,0.179722222,0.198333333,0.08,13.46203754,7.237590582,27.11527149,662.3020328,27.464285,0.772350221,26.69193478,22.09081879,8.611570748,22.09081879,6.188997688,563.1714395,88.37142794,26.64285812,43.08961136,209.2857187,90.1714321,209.2857187,116.0857174,1.710133867,2.1414388,2.567627,2.9093323
DE40F,2021,1,127128,5.07741058,16.48943524,26.27633293,19.97466632,-2.670446399,0.387661274,12.18330616,4.172333216,1.35815856,7.51023905,18.94322733,10.62281523,131.8500011,118.1500022,184.1750023,129.2750022,3346,3136,76096,38337,21444,12525,4321,2184.71,37801,9404,4467,23733,-999,-999,-999,-999,0.205833333,0.190833333,0.2075,0.140833333,13.0205548,6.823889507,25.84846306,657.4476311,27.349998,0.950403206,26.39959479,21.66286316,7.897532378,21.66286316,5.887412713,563.4500078,77.3750006,25.65000051,33.1657408,184.1750023,99.2750022,184.1750023,131.8500011,1.566223133,2.021209733,2.7792358,2.9623413
DE40G,2021,1,127128,5.196071376,17.39425766,26.98673257,21.12113263,-5.187428384,-0.618903185,11.96728974,2.495266615,0.741149734,7.76150013,19.42012867,10.50777399,130.1800009,134.620001,239.2600011,75.70000152,5797,5634,113011,57542,32430,18429,6633,3980.44,55879,14093,7013,34125,-999,-999,-999,-999,0.1325,0.220833333,0.186666667,0.083333333,13.19731872,7.179361179,26.07040664,684.3383672,27.603998,0.065642814,27.53835519,21.98839667,13.25888699,21.98839667,5.563574817,579.7600045,113.6199988,9.920000342,59.06858103,239.2600011,75.70000152,239.2600011,130.1800009,1.5253601,1.9218648,2.7111206,2.9082031
DE40I,2021,1,127128,3.704336722,16.42410116,25.72957097,19.83971388,-3.880306145,0.085391702,11.9271902,3.821761861,0.415526669,7.257508285,18.79158236,10.55064585,123.3285715,105.7571457,284.2142906,118.7285748,7854,7529,118250,60252,34120,19277,6883,3601.39,58415,14632,7408,35720,-999,-999,-999,-999,0.214166667,0.190277778,0.201666667,0.158055556,12.72041963,6.933207666,25.98226264,671.8530632,26.652857,-0.031530583,26.68438758,21.48364818,7.493161128,21.48364818,5.203239418,632.0285826,141.2857142,22.85714271,64.24313896,284.2142906,92.98571338,284.2142906,123.3285715,1.8119914,2.1716003,2.3474426,3.011261
DE40I,2021,1,127128,3.704336722,16.42410116,25.72957097,19.83971388,-3.880306145,0.085391702,11.9271902,3.821761861,0.415526669,7.257508285,18.79158236,10.55064585,123.3285715,105.7571457,284.2142906,118.7285748,7854,7529,118250,60252,34120,19277,6883,3601.39,58415,14632,7408,35720,-999,-999,-999,-999,0.214166667,0.190277778,0.201666667,0.158055556,12.72041963,6.933207666,25.98226264,671.8530632,26.652857,-0.031530583,26.68438758,21.48364818,7.493161128,21.48364818,5.203239418,632.0285826,141.2857142,22.85714271,64.24313896,284.2142906,92.98571338,284.2142906,123.3285715,1.8119914,2.1716003,2.3474426,3.011261
DE600,2021,1,55,5.600714136,15.12838687,24.33033303,19.51566643,-1.772142744,0.093225781,12.20322556,4.429666607,2.023118273,7.299619952,18.15339759,11.00358046,149.0000041,182.1000025,223.0000015,180.5000045,64121,60529,1852478,945545,624384,191655,128521,118901.2,903974,144585,137093,624863,0.408,0.53,0.597,0.512,0.098333333,0.118333333,0.129166667,0.084722222,12.89954783,6.559237514,26.01972729,600.1355156,26.8,1.591290315,25.20870968,16.66033322,8.120240108,20.71503213,6.538225803,734.6000127,103.1000004,24.0000015,34.23899471,224.2000047,115.200002,223.0000015,149.0000041,1.858900267,2.213229733,2.4514568,3.0476074
DE600,2021,1,55,5.600714136,15.12838687,24.33033303,19.51566643,-1.772142744,0.093225781,12.20322556,4.429666607,2.023118273,7.299619952,18.15339759,11.00358046,149.0000041,182.1000025,223.0000015,180.5000045,64121,60529,1852478,945545,624384,191655,128521,118901.2,903974,144585,137093,624863,0.408,0.53,0.597,0.512,0.098333333,0.118333333,0.129166667,0.084722222,12.89954783,6.559237514,26.01972729,600.1355156,26.8,1.591290315,25.20870968,16.66033322,8.120240108,20.71503213,6.538225803,734.6000127,103.1000004,24.0000015,34.23899471,224.2000047,115.200002,223.0000015,149.0000041,1.858900267,2.213229733,2.4514568,3.0476074
DE600,2021,1,55,5.600714136,15.12838687,24.33033303,19.51566643,-1.772142744,0.093225781,12.20322556,4.429666607,2.023118273,7.299619952,18.15339759,11.00358046,149.0000041,182.1000025,223.0000015,180.5000045,64121,60529,1852478,945545,624384,191655,128521,118901.2,903974,144585,137093,624863,0.408,0.53,0.597,0.512,0.098333333,0.118333333,0.129166667,0.084722222,12.89954783,6.559237514,26.01972729,600.1355156,26.8,1.591290315,25.20870968,16.66033322,8.120240108,20.71503213,6.538225803,734.6000127,103.1000004,24.0000015,34.23899471,224.2000047,115.200002,223.0000015,149.0000041,1.858900267,2.213229733,2.4514568,3.0476074
DE600,2021,1,55,5.600714136,15.12838687,24.33033303,19.51566643,-1.772142744,0.093225781,12.20322556,4.429666607,2.023118273,7.299619952,18.15339759,11.00358046,149.0000041,182.1000025,223.0000015,180.5000045,64121,60529,1852478,945545,624384,191655,128521,118901.2,903974,144585,137093,624863,0.408,0.53,0.597,0.512,0.098333333,0.118333333,0.129166667,0.084722222,12.89954783,6.559237514,26.01972729,600.1355156,26.8,1.591290315,25.20870968,16.66033322,8.120240108,20.71503213,6.538225803,734.6000127,103.1000004,24.0000015,34.23899471,224.2000047,115.200002,223.0000015,149.0000041,1.858900267,2.213229733,2.4514568,3.0476074
DE600,2021,1,55,5.600714136,15.12838687,24.33033303,19.51566643,-1.772142744,0.093225781,12.20322556,4.429666607,2.023118273,7.299619952,18.15339759,11.00358046,149.0000041,182.1000025,223.0000015,180.5000045,64121,60529,1852478,945545,624384,191655,128521,118901.2,903974,144585,137093,624863,0.408,0.53,0.597,0.512,0.098333333,0.118333333,0.129166667,0.084722222,12.89954783,6.559237514,26.01972729,600.1355156,26.8,1.591290315,25.20870968,16.66033322,8.120240108,20.71503213,6.538225803,734.6000127,103.1000004,24.0000015,34.23899471,224.2000047,115.200002,223.0000015,149.0000041,1.858900267,2.213229733,2.4514568,3.0476074
DE600,2021,1,55,5.600714136,15.12838687,24.33033303,19.51566643,-1.772142744,0.093225781,12.20322556,4.429666607,2.023118273,7.299619952,18.15339759,11.00358046,149.0000041,182.1000025,223.0000015,180.5000045,64121,60529,1852478,945545,624384,191655,128521,118901.2,903974,144585,137093,624863,0.408,0.53,0.597,0.512,0.098333333,0.118333333,0.129166667,0.084722222,12.89954783,6.559237514,26.01972729,600.1355156,26.8,1.591290315,25.20870968,16.66033322,8.120240108,20.71503213,6.538225803,734.6000127,103.1000004,24.0000015,34.23899471,224.2000047,115.200002,223.0000015,149.0000041,1.858900267,2.213229733,2.4514568,3.0476074
DE600,2021,1,55,5.600714136,15.12838687,24.33033303,19.51566643,-1.772142744,0.093225781,12.20322556,4.429666607,2.023118273,7.299619952,18.15339759,11.00358046,149.0000041,182.1000025,223.0000015,180.5000045,64121,60529,1852478,945545,624384,191655,128521,118901.2,903974,144585,137093,624863,0.408,0.53,0.597,0.512,0.098333333,0.118333333,0.129166667,0.084722222,12.89954783,6.559237514,26.01972729,600.1355156,26.8,1.591290315,25.20870968,16.66033322,8.120240108,20.71503213,6.538225803,734.6000127,103.1000004,24.0000015,34.23899471,224.2000047,115.200002,223.0000015,149.0000041,1.858900267,2.213229733,2.4514568,3.0476074
DE712,2021,1,12090,7.499642832,16.75741927,26.0999997,22.24466647,-1.071785716,1.425161282,12.81548358,2.772666613,2.972726541,8.41335819,18.94545852,10.40001411,184.6000019,138.9000008,246.3000051,103.5000004,16689,17380,764104,386905,264833,67758,54385,70805.27,376802,51865,56436,268383,0.305,0.62,0.708,0.544,0.0575,0.230277778,0.203333333,0.129166667,13.37519442,6.384610159,25.41807474,608.7160573,26.949999,1.83161287,25.11838613,19.67971818,13.10500689,21.25439543,6.744696437,673.3000083,104.6000021,27.7,41.87471925,256.8000039,103.5000004,246.3000051,184.6000019,1.814147967,2.247375533,2.4403992,3.1273804
DE715,2021,1,12090,8.305714126,17.00580618,26.34699963,22.56966653,-1.143214253,0.776774195,12.65516108,2.136999987,3.21456216,8.466910274,18.94348364,10.26985645,175.5000026,114.5000009,280.8000043,134.1000029,8140,8680,271015,136968,84971,33923,17778,7945.19,133608,27151,18864,87523,0.307,0.623,0.64,0.523,0.085833333,0.236666667,0.2,0.135,13.49101817,6.534630076,26.22684552,599.3771392,26.82,1.904193513,24.91580649,21.34840849,9.654768501,21.34840849,7.11728083,704.9000108,108.7000017,19.30000054,45.2774423,280.8000043,92.80000214,280.8000043,175.5000026,1.728871667,2.164998367,2.573883,2.9311218
DE725,2021,1,5100,5.49624987,14.67096752,24.16133293,19.84416633,-3.112857039,-0.081612934,11.07451584,1.605166649,1.154727327,6.403614588,16.92380967,8.92945325,180.2500019,166.8000027,290.2500046,94.7500021,5787,5789,105506,52778,32116,14256,6371,2953.66,52861,11862,6724,33930,0.39,0.715,0.723,0.609,0.101666667,0.291666667,0.243333333,0.205277778,11.73686721,6.767932009,27.18168232,591.2815827,24.895,-0.003870974,24.89887097,19.20607117,11.81472679,19.20607117,5.161530263,732.0500114,116.6500011,23.6000003,48.937005,290.2500046,94.7500021,290.2500046,180.2500019,1.626647967,2.2976074,2.6166687,3.1106567
DE725,2021,1,5100,5.49624987,14.67096752,24.16133293,19.84416633,-3.112857039,-0.081612934,11.07451584,1.605166649,1.154727327,6.403614588,16.92380967,8.92945325,180.2500019,166.8000027,290.2500046,94.7500021,5787,5789,105506,52778,32116,14256,6371,2953.66,52861,11862,6724,33930,0.39,0.715,0.723,0.609,0.101666667,0.291666667,0.243333333,0.205277778,11.73686721,6.767932009,27.18168232,591.2815827,24.895,-0.003870974,24.89887097,19.20607117,11.81472679,19.20607117,5.161530263,732.0500114,116.6500011,23.6000003,48.937005,290.2500046,94.7500021,290.2500046,180.2500019,1.626647967,2.2976074,2.6166687,3.1106567
DE725,2021,1,5100,5.49624987,14.67096752,24.16133293,19.84416633,-3.112857039,-0.081612934,11.07451584,1.605166649,1.154727327,6.403614588,16.92380967,8.92945325,180.2500019,166.8000027,290.2500046,94.7500021,5787,5789,105506,52778,32116,14256,6371,2953.66,52861,11862,6724,33930,0.39,0.715,0.723,0.609,0.101666667,0.291666667,0.243333333,0.205277778,11.73686721,6.767932009,27.18168232,591.2815827,24.895,-0.003870974,24.89887097,19.20607117,11.81472679,19.20607117,5.161530263,732.0500114,116.6500011,23.6000003,48.937005,290.2500046,94.7500021,290.2500046,180.2500019,1.626647967,2.2976074,2.6166687,3.1106567
DE725,2021,1,5100,5.49624987,14.67096752,24.16133293,19.84416633,-3.112857039,-0.081612934,11.07451584,1.605166649,1.154727327,6.403614588,16.92380967,8.92945325,180.2500019,166.8000027,290.2500046,94.7500021,5787,5789,105506,52778,32116,14256,6371,2953.66,52861,11862,6724,33930,0.39,0.715,0.723,0.609,0.101666667,0.291666667,0.243333333,0.205277778,11.73686721,6.767932009,27.18168232,591.2815827,24.895,-0.003870974,24.89887097,19.20607117,11.81472679,19.20607117,5.161530263,732.0500114,116.6500011,23.6000003,48.937005,290.2500046,94.7500021,290.2500046,180.2500019,1.626647967,2.2976074,2.6166687,3.1106567
DE725,2021,1,5100,5.49624987,14.67096752,24.16133293,19.84416633,-3.112857039,-0.081612934,11.07451584,1.605166649,1.154727327,6.403614588,16.92380967,8.92945325,180.2500019,166.8000027,290.2500046,94.7500021,5787,5789,105506,52778,32116,14256,6371,2953.66,52861,11862,6724,33930,0.39,0.715,0.723,0.609,0.101666667,0.291666667,0.243333333,0.205277778,11.73686721,6.767932009,27.18168232,591.2815827,24.895,-0.003870974,24.89887097,19.20607117,11.81472679,19.20607117,5.161530263,732.0500114,116.6500011,23.6000003,48.937005,290.2500046,94.7500021,290.2500046,180.2500019,1.626647967,2.2976074,2.6166687,3.1106567
DE725,2021,1,5100,5.49624987,14.67096752,24.16133293,19.84416633,-3.112857039,-0.081612934,11.07451584,1.605166649,1.154727327,6.403614588,16.92380967,8.92945325,180.2500019,166.8000027,290.2500046,94.7500021,5787,5789,105506,52778,32116,14256,6371,2953.66,52861,11862,6724,33930,0.39,0.715,0.723,0.609,0.101666667,0.291666667,0.243333333,0.205277778,11.73686721,6.767932009,27.18168232,591.2815827,24.895,-0.003870974,24.89887097,19.20607117,11.81472679,19.20607117,5.161530263,732.0500114,116.6500011,23.6000003,48.937005,290.2500046,94.7500021,290.2500046,180.2500019,1.626647967,2.2976074,2.6166687,3.1106567
DE725,2021,1,5100,5.49624987,14.67096752,24.16133293,19.84416633,-3.112857039,-0.081612934,11.07451584,1.605166649,1.154727327,6.403614588,16.92380967,8.92945325,180.2500019,166.8000027,290.2500046,94.7500021,5787,5789,105506,52778,32116,14256,6371,2953.66,52861,11862,6724,33930,0.39,0.715,0.723,0.609,0.101666667,0.291666667,0.243333333,0.205277778,11.73686721,6.767932009,27.18168232,591.2815827,24.895,-0.003870974,24.89887097,19.20607117,11.81472679,19.20607117,5.161530263,732.0500114,116.6500011,23.6000003,48.937005,290.2500046,94.7500021,290.2500046,180.2500019,1.626647967,2.2976074,2.6166687,3.1106567
DE725,2021,1,5100,5.49624987,14.67096752,24.16133293,19.84416633,-3.112857039,-0.081612934,11.07451584,1.605166649,1.154727327,6.403614588,16.92380967,8.92945325,180.2500019,166.8000027,290.2500046,94.7500021,5787,5789,105506,52778,32116,14256,6371,2953.66,52861,11862,6724,33930,0.39,0.715,0.723,0.609,0.101666667,0.291666667,0.243333333,0.205277778,11.73686721,6.767932009,27.18168232,591.2815827,24.895,-0.003870974,24.89887097,19.20607117,11.81472679,19.20607117,5.161530263,732.0500114,116.6500011,23.6000003,48.937005,290.2500046,94.7500021,290.2500046,180.2500019,1.626647967,2.2976074,2.6166687,3.1106567
DE80J,2021,1,96223,4.284226119,16.02653184,25.3369997,19.5695277,-3.154999995,0.189462335,12.11599425,4.56847212,0.84969824,7.176050352,18.52749809,10.71907745,126.3833374,121.0833362,232.5000064,145.0833373,16642,13427,258057,131404,75705,39840,15858,7629.41,126560,29428,16805,79541,0.523,0.682,0.693,0.633,-999,-999,-999,-999,12.73296407,6.829766076,25.93262519,667.0275506,26.895834,0.559255944,26.33657806,21.40722138,7.425248473,21.40722138,5.383182336,625.0500173,89.95833506,25.87499997,38.58024761,232.5000064,91.8750037,232.5000064,126.3833374,1.7398173,2.143951433,2.6118164,3.0145874
DE80J,2021,1,96223,4.284226119,16.02653184,25.3369997,19.5695277,-3.154999995,0.189462335,12.11599425,4.56847212,0.84969824,7.176050352,18.52749809,10.71907745,126.3833374,121.0833362,232.5000064,145.0833373,16642,13427,258057,131404,75705,39840,15858,7629.41,126560,29428,16805,79541,0.523,0.682,0.693,0.633,-999,-999,-999,-999,12.73296407,6.829766076,25.93262519,667.0275506,26.895834,0.559255944,26.33657806,21.40722138,7.425248473,21.40722138,5.383182336,625.0500173,89.95833506,25.87499997,38.58024761,232.5000064,91.8750037,232.5000064,126.3833374,1.7398173,2.143951433,2.6118164,3.0145874
DE80K,2021,1,96223,4.592023771,15.46338682,24.64854784,19.35033287,-2.551428507,0.680107528,12.25801056,5.006944323,1.336763273,7.154619891,18.34494413,10.96473505,135.6166679,141.466668,229.4500037,159.8666732,9414,8860,217072,109308,64451,29954,14638,5851.42,107360,23398,15439,68004,-999,-999,-999,-999,0.153333333,0.235,0.221666667,0.1,12.69943813,6.498345079,25.17025342,642.3527656,26.908333,1.090773792,25.81755921,19.14102717,7.556811432,21.07774973,5.71449247,666.4000128,96.45000063,26.80000017,38.41128202,234.2833388,101.0000019,229.4500037,135.6166679,1.800103067,2.188300233,2.458089,3.0779622
DE80L,2021,1,96223,4.266130884,15.53709661,24.41575216,19.3077218,-3.131547597,0.043118349,11.56055528,4.94955542,1.254909057,6.939317668,17.99001389,10.97474176,147.9500047,132.3000011,201.9666626,185.5166678,7803,7677,225383,114843,66807,34478,13474,5851.67,110438,26026,14045,69696,-999,-999,-999,-999,0.1425,0.260555556,0.205833333,0.143055556,12.38987273,6.200254273,24.7905086,636.4033067,25.785002,0.774404711,25.01059729,18.91492334,7.126387601,20.63389611,5.451065595,667.7333362,99.89999536,20.26666709,41.09430499,238.0833314,101.8666674,201.9666626,147.9500047,1.670532233,2.156595833,2.6222534,3.0402222
