Region,Year,label,poultry_density,max_temp_q1,max_temp_q2,max_temp_q3,max_temp_q4,min_temp_q1,min_temp_q2,min_temp_q3,min_temp_q4,mean_temp_q1,mean_temp_q2,mean_temp_q3,mean_temp_q4,total_rain_q1,total_rain_q2,total_rain_q3,total_rain_q4,Loading,Unloading,Pop_total,F_TOTAL,F_Y_15-64,F_Y_GE65,F_Y_LT15,GDP_Annual,M_TOTAL,M_Y_GE65,M_Y_LT15,M_Y15-64,ndvi_q1,ndvi_q2,ndvi_q3,ndvi_q4,ndwi_q1,ndwi_q2,ndwi_q3,ndwi_q4,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,lai_hv_q1,lai_hv_q2,lai_lv_q1,lai_lv_q2
DK050,2021,1,41800,4.449792493,11.85965413,20.99838671,17.11464262,-1.00068877,2.707073681,13.807095,5.986261789,1.451384092,6.94371102,16.99509125,11.66971173,141.8642911,150.4571472,138.3071455,208.3500004,21619,22187,590439,292339,178807,68937,44958,26026.23,297970,60561,47038,189393,0.4,0.698,0.637,0.578,0.170833333,0.248333333,0.243333333,0.258333333,11.39465957,4.259370104,19.43591153,583.4192766,22.22,0.305050977,21.91494902,13.55259336,6.438922155,18.42433112,4.313549046,638.9785842,102.7857175,9.900000454,45.94753703,208.3500004,85.80000357,138.3071455,141.8642911,2.1547038,2.235066733,2.0701904,2.6914062
DK050,2021,1,41800,4.449792493,11.85965413,20.99838671,17.11464262,-1.00068877,2.707073681,13.807095,5.986261789,1.451384092,6.94371102,16.99509125,11.66971173,141.8642911,150.4571472,138.3071455,208.3500004,21619,22187,590439,292339,178807,68937,44958,26026.23,297970,60561,47038,189393,0.4,0.698,0.637,0.578,0.170833333,0.248333333,0.243333333,0.258333333,11.39465957,4.259370104,19.43591153,583.4192766,22.22,0.305050977,21.91494902,13.55259336,6.438922155,18.42433112,4.313549046,638.9785842,102.7857175,9.900000454,45.94753703,208.3500004,85.80000357,138.3071455,141.8642911,2.1547038,2.235066733,2.0701904,2.6914062
DK050,2021,1,41800,4.449792493,11.85965413,20.99838671,17.11464262,-1.00068877,2.707073681,13.807095,5.986261789,1.451384092,6.94371102,16.99509125,11.66971173,141.8642911,150.4571472,138.3071455,208.3500004,21619,22187,590439,292339,178807,68937,44958,26026.23,297970,60561,47038,189393,0.4,0.698,0.637,0.578,0.170833333,0.248333333,0.243333333,0.258333333,11.39465957,4.259370104,19.43591153,583.4192766,22.22,0.305050977,21.91494902,13.55259336,6.438922155,18.42433112,4.313549046,638.9785842,102.7857175,9.900000454,45.94753703,208.3500004,85.80000357,138.3071455,141.8642911,2.1547038,2.235066733,2.0701904,2.6914062
DK050,2021,1,41800,4.449792493,11.85965413,20.99838671,17.11464262,-1.00068877,2.707073681,13.807095,5.986261789,1.451384092,6.94371102,16.99509125,11.66971173,141.8642911,150.4571472,138.3071455,208.3500004,21619,22187,590439,292339,178807,68937,44958,26026.23,297970,60561,47038,189393,0.4,0.698,0.637,0.578,0.170833333,0.248333333,0.243333333,0.258333333,11.39465957,4.259370104,19.43591153,583.4192766,22.22,0.305050977,21.91494902,13.55259336,6.438922155,18.42433112,4.313549046,638.9785842,102.7857175,9.900000454,45.94753703,208.3500004,85.80000357,138.3071455,141.8642911,2.1547038,2.235066733,2.0701904,2.6914062
DK050,2021,1,41800,4.449792493,11.85965413,20.99838671,17.11464262,-1.00068877,2.707073681,13.807095,5.986261789,1.451384092,6.94371102,16.99509125,11.66971173,141.8642911,150.4571472,138.3071455,208.3500004,21619,22187,590439,292339,178807,68937,44958,26026.23,297970,60561,47038,189393,0.4,0.698,0.637,0.578,0.170833333,0.248333333,0.243333333,0.258333333,11.39465957,4.259370104,19.43591153,583.4192766,22.22,0.305050977,21.91494902,13.55259336,6.438922155,18.42433112,4.313549046,638.9785842,102.7857175,9.900000454,45.94753703,208.3500004,85.80000357,138.3071455,141.8642911,2.1547038,2.235066733,2.0701904,2.6914062
DK050,2021,1,41800,4.449792493,11.85965413,20.99838671,17.11464262,-1.00068877,2.707073681,13.807095,5.986261789,1.451384092,6.94371102,16.99509125,11.66971173,141.8642911,150.4571472,138.3071455,208.3500004,21619,22187,590439,292339,178807,68937,44958,26026.23,297970,60561,47038,189393,0.4,0.698,0.637,0.578,0.170833333,0.248333333,0.243333333,0.258333333,11.39465957,4.259370104,19.43591153,583.4192766,22.22,0.305050977,21.91494902,13.55259336,6.438922155,18.42433112,4.313549046,638.9785842,102.7857175,9.900000454,45.94753703,208.3500004,85.80000357,138.3071455,141.8642911,2.1547038,2.235066733,2.0701904,2.6914062
DK050,2021,1,41800,4.449792493,11.85965413,20.99838671,17.11464262,-1.00068877,2.707073681,13.807095,5.986261789,1.451384092,6.94371102,16.99509125,11.66971173,141.8642911,150.4571472,138.3071455,208.3500004,21619,22187,590439,292339,178807,68937,44958,26026.23,297970,60561,47038,189393,0.4,0.698,0.637,0.578,0.170833333,0.248333333,0.243333333,0.258333333,11.39465957,4.259370104,19.43591153,583.4192766,22.22,0.305050977,21.91494902,13.55259336,6.438922155,18.42433112,4.313549046,638.9785842,102.7857175,9.900000454,45.94753703,208.3500004,85.80000357,138.3071455,141.8642911,2.1547038,2.235066733,2.0701904,2.6914062
DK050,2021,1,41800,4.449792493,11.85965413,20.99838671,17.11464262,-1.00068877,2.707073681,13.807095,5.986261789,1.451384092,6.94371102,16.99509125,11.66971173,141.8642911,150.4571472,138.3071455,208.3500004,21619,22187,590439,292339,178807,68937,44958,26026.23,297970,60561,47038,189393,0.4,0.698,0.637,0.578,0.170833333,0.248333333,0.243333333,0.258333333,11.39465957,4.259370104,19.43591153,583.4192766,22.22,0.305050977,21.91494902,13.55259336,6.438922155,18.42433112,4.313549046,638.9785842,102.7857175,9.900000454,45.94753703,208.3500004,85.80000357,138.3071455,141.8642911,2.1547038,2.235066733,2.0701904,2.6914062
EL526,2021,1,41793,12.57678541,23.22612865,32.44661287,26.3007496,0.935535713,1.241129001,14.29916643,6.696166597,5.664070572,11.47242627,23.38693394,14.48028822,338.9000021,191.3000028,71.67500185,169.7250022,1580,1712,164544,85754,49303,27110,9646,1622.71,79836,21795,9555,47553,-999,-999,-999,-999,0.085,0.116944444,0.109166667,0.1025,16.67869387,5.855528252,23.37634057,731.441431,29.9175,4.868548331,25.04895167,10.67440614,25.46510555,26.1843003,8.562801238,771.600009,207.5999992,14.07500044,83.4958172,359.4250031,48.77500244,71.67500185,344.6250007,1.257364933,1.897366,1.8118082,1.9414062
EL532,2021,1,103,9.136160453,18.18403168,27.49564481,21.58399957,0.278467724,-0.62620968,12.24808309,5.872257923,3.556695394,7.744137844,19.90173981,12.07660543,539.2000106,254.4500027,86.8500026,209.6000042,667,795,45517,23649,14744,6223,2766,460.77,22180,5449,2917,13433,-999,-999,-999,-999,0.093333333,0.162222222,0.119166667,0.120277778,13.844168,6.048746756,24.05924721,681.0047735,27.717499,2.576451559,25.14104744,6.909180864,22.19561974,22.74253607,6.426425481,1090.10002,294.3250044,5.9000006,83.79798421,539.2000106,72.0750031,86.8500026,506.2750085,2.251525867,2.531412767,1.988678,2.5173645
ES512,2021,1,317148,13.3944478,19.26932542,27.98143677,24.12736333,-0.496099729,2.985542459,13.31618152,3.585151488,6.225617714,10.29274339,20.41260536,13.0647103,91.17272915,129.8272773,102.7545481,205.3000019,21911,24361,773766,388305,250335,79236,59300,19669.65,382101,63710,62850,257278,0.582,0.598,0.548,0.576,0.195,0.218055556,0.17,0.210833333,14.50695968,4.016080976,18.56088804,601.4019527,25.634546,3.997213953,21.63733205,15.10311315,8.617446959,22.52599968,8.427051023,529.0545565,109.3272729,13.08181847,61.71104011,205.3000019,88.60909292,102.7545481,91.17272915,1.8613078,2.049174,2.6489258,2.8649292
ES513,2021,1,317148,12.19154169,19.80178845,28.26501413,23.7683781,-2.274794721,1.422727279,11.98584827,0.735515168,4.296430875,9.583371863,19.89402329,11.34993685,125.713637,116.3272741,119.8363623,144.9227274,32603,34686,436730,214969,136148,47521,31515,11522.22,221052,38136,33295,150019,0.652,0.675,0.65,0.659,0.2325,0.269166667,0.259166667,0.286944444,13.85565988,5.149438324,19.38887537,665.1068745,28.14682,1.588093798,26.5587262,15.55970954,22.35974731,22.72277014,6.865478101,506.8000008,68.19545363,10.52727301,42.24969875,173.9954547,98.83181904,119.8363623,145.0863635,2.093966967,2.583441733,2.1308594,2.3346355
FI1B1,2021,1,153,-2.241827932,14.47858851,25.98287587,13.02195797,-11.92130938,-3.981330403,12.01740561,-0.55899997,-6.175787921,4.41340816,18.23775677,6.437796708,119.3541692,147.0166666,216.4125012,162.0583375,49947,49908,1702678,870422,559176,176135,135319,94201.34,825227,125213,142195,561838,0.028,0.383,0.68,0.364,-999,-999,-999,-999,8.796160422,6.135733988,18.37207454,886.5195882,25.509165,-7.887901702,33.3970667,12.82172662,2.194614373,20.52228055,-1.677894044,644.8416746,150.1000008,21.09583416,68.33730518,265.4583372,85.11666784,216.4125012,119.3541692,3.934570367,4.143880167,2.8256836,2.887207
FI1B1,2021,1,153,-2.241827932,14.47858851,25.98287587,13.02195797,-11.92130938,-3.981330403,12.01740561,-0.55899997,-6.175787921,4.41340816,18.23775677,6.437796708,119.3541692,147.0166666,216.4125012,162.0583375,49947,49908,1702678,870422,559176,176135,135319,94201.34,825227,125213,142195,561838,0.028,0.383,0.68,0.364,-999,-999,-999,-999,8.796160422,6.135733988,18.37207454,886.5195882,25.509165,-7.887901702,33.3970667,12.82172662,2.194614373,20.52228055,-1.677894044,644.8416746,150.1000008,21.09583416,68.33730518,265.4583372,85.11666784,216.4125012,119.3541692,3.934570367,4.143880167,2.8256836,2.887207
FI1B1,2021,1,153,-2.241827932,14.47858851,25.98287587,13.02195797,-11.92130938,-3.981330403,12.01740561,-0.55899997,-6.175787921,4.41340816,18.23775677,6.437796708,119.3541692,147.0166666,216.4125012,162.0583375,49947,49908,1702678,870422,559176,176135,135319,94201.34,825227,125213,142195,561838,0.028,0.383,0.68,0.364,-999,-999,-999,-999,8.796160422,6.135733988,18.37207454,886.5195882,25.509165,-7.887901702,33.3970667,12.82172662,2.194614373,20.52228055,-1.677894044,644.8416746,150.1000008,21.09583416,68.33730518,265.4583372,85.11666784,216.4125012,119.3541692,3.934570367,4.143880167,2.8256836,2.887207
FI1B1,2021,1,153,-2.241827932,14.47858851,25.98287587,13.02195797,-11.92130938,-3.981330403,12.01740561,-0.55899997,-6.175787921,4.41340816,18.23775677,6.437796708,119.3541692,147.0166666,216.4125012,162.0583375,49947,49908,1702678,870422,559176,176135,135319,94201.34,825227,125213,142195,561838,0.028,0.383,0.68,0.364,-999,-999,-999,-999,8.796160422,6.135733988,18.37207454,886.5195882,25.509165,-7.887901702,33.3970667,12.82172662,2.194614373,20.52228055,-1.677894044,644.8416746,150.1000008,21.09583416,68.33730518,265.4583372,85.11666784,216.4125012,119.3541692,3.934570367,4.143880167,2.8256836,2.887207
FI1C1,2021,1,50623,-2.01581834,14.69737126,25.68426539,13.43729608,-11.4030553,-3.329175691,11.4690561,-0.982308684,-5.675657405,4.507358882,17.88893689,6.422649752,94.51851918,128.8333343,215.4999969,167.807407,15777,14314,481403,245554,147076,64195,34631,19208.43,234555,48743,35903,150022,-999,-999,-999,-999,0.328333333,0.236944444,0.2775,0.265277778,8.978512635,6.385381213,20.0806231,850.8477395,24.848152,-6.950568486,31.79872049,12.8242001,2.6749924,20.16335728,-1.113692936,606.6592573,135.666664,13.74444441,67.22764276,262.3703673,65.84074156,215.4999969,94.51851918,-999,-999,-999,-999
FI1C1,2021,1,50623,-2.01581834,14.69737126,25.68426539,13.43729608,-11.4030553,-3.329175691,11.4690561,-0.982308684,-5.675657405,4.507358882,17.88893689,6.422649752,94.51851918,128.8333343,215.4999969,167.807407,15777,14314,481403,245554,147076,64195,34631,19208.43,234555,48743,35903,150022,-999,-999,-999,-999,0.328333333,0.236944444,0.2775,0.265277778,8.978512635,6.385381213,20.0806231,850.8477395,24.848152,-6.950568486,31.79872049,12.8242001,2.6749924,20.16335728,-1.113692936,606.6592573,135.666664,13.74444441,67.22764276,262.3703673,65.84074156,215.4999969,94.51851918,-999,-999,-999,-999
FI1C1,2021,1,50623,-2.01581834,14.69737126,25.68426539,13.43729608,-11.4030553,-3.329175691,11.4690561,-0.982308684,-5.675657405,4.507358882,17.88893689,6.422649752,94.51851918,128.8333343,215.4999969,167.807407,15777,14314,481403,245554,147076,64195,34631,19208.43,234555,48743,35903,150022,-999,-999,-999,-999,0.328333333,0.236944444,0.2775,0.265277778,8.978512635,6.385381213,20.0806231,850.8477395,24.848152,-6.950568486,31.79872049,12.8242001,2.6749924,20.16335728,-1.113692936,606.6592573,135.666664,13.74444441,67.22764276,262.3703673,65.84074156,215.4999969,94.51851918,-999,-999,-999,-999
FI1C2,2021,1,50623,-3.290022941,15.08753442,25.9904831,12.4034522,-12.70589265,-4.647534422,11.04928545,-1.579333315,-7.102709925,4.068175789,17.7583477,5.447515956,105.4214281,156.4785712,208.3857195,156.2785748,7994,8876,170577,86209,49395,24592,12596,6123.44,84473,19061,13228,51668,-999,-999,-999,-999,0.338333333,0.233055556,0.269166667,0.401388889,8.446594553,6.807524345,19.75924718,903.8367578,25.785,-8.667346712,34.45234671,12.29032227,1.985989251,20.24381635,-2.342188296,626.5642936,137.3928621,20.02142871,69.14722781,252.7071505,81.58571593,208.3857195,105.4214281,-999,-999,-999,-999
FI1C2,2021,1,50623,-3.290022941,15.08753442,25.9904831,12.4034522,-12.70589265,-4.647534422,11.04928545,-1.579333315,-7.102709925,4.068175789,17.7583477,5.447515956,105.4214281,156.4785712,208.3857195,156.2785748,7994,8876,170577,86209,49395,24592,12596,6123.44,84473,19061,13228,51668,-999,-999,-999,-999,0.338333333,0.233055556,0.269166667,0.401388889,8.446594553,6.807524345,19.75924718,903.8367578,25.785,-8.667346712,34.45234671,12.29032227,1.985989251,20.24381635,-2.342188296,626.5642936,137.3928621,20.02142871,69.14722781,252.7071505,81.58571593,208.3857195,105.4214281,-999,-999,-999,-999
FI1C2,2021,1,50623,-3.290022941,15.08753442,25.9904831,12.4034522,-12.70589265,-4.647534422,11.04928545,-1.579333315,-7.102709925,4.068175789,17.7583477,5.447515956,105.4214281,156.4785712,208.3857195,156.2785748,7994,8876,170577,86209,49395,24592,12596,6123.44,84473,19061,13228,51668,-999,-999,-999,-999,0.338333333,0.233055556,0.269166667,0.401388889,8.446594553,6.807524345,19.75924718,903.8367578,25.785,-8.667346712,34.45234671,12.29032227,1.985989251,20.24381635,-2.342188296,626.5642936,137.3928621,20.02142871,69.14722781,252.7071505,81.58571593,208.3857195,105.4214281,-999,-999,-999,-999
FI1C3,2021,1,50623,-3.499118158,14.31120418,25.70649423,11.91186641,-12.72676145,-5.105655808,11.76073097,-1.094866709,-7.571896186,3.631904363,18.02962602,5.599831677,127.2266698,155.6933375,205.5066689,152.4466687,8634,8647,199146,101972,57600,30633,13952,6634.46,97347,22956,14511,59215,-999,-999,-999,-999,0.303333333,0.271666667,0.260833333,0.245555556,8.223683076,6.602633215,19.39206488,917.0021823,24.868666,-9.179452418,34.04811842,12.52862714,1.459129417,20.28703501,-2.743281526,640.8733449,136.1400017,28.0733337,60.43559552,247.3000028,103.5933366,205.5066689,127.2266698,-999,-999,-999,-999
FI1D3,2021,1,3408,-6.820483621,14.00691304,25.03159003,10.77708001,-17.91929169,-9.215911906,9.91302541,-3.689609106,-11.03488113,2.202758009,17.20420968,3.611069264,126.7189682,133.6344867,199.786213,177.7500013,15199,15608,160341,80547,46348,23307,11076,5340.22,80229,19516,11088,48670,-999,-999,-999,-999,0.364166667,0.374166667,0.313333333,0.101388889,6.885559438,7.779540963,20.03087057,1014.252465,25.305344,-13.53241364,38.83775764,11.12294716,-0.848920313,19.91652968,-5.274480809,637.8896692,113.0827606,25.08965624,47.55093504,235.3344874,92.65000281,199.786213,126.7189682,-999,-999,-999,-999
FI1D7,2021,1,3408,-8.546134768,7.51007676,20.85589648,8.925293837,-18.33379125,-10.80037689,6.830722086,-11.29165944,-13.07412573,-0.937871551,13.54418996,-0.501256541,82.57522767,107.839881,185.4951721,184.6782505,15156,15771,176665,88228,50993,24466,12924,6909.75,88647,20913,13325,53669,-999,-999,-999,-999,0.285,0.279166667,0.250833333,0.178888889,3.574590771,7.633713475,20.55172399,963.4970162,23.526827,-13.61708111,37.14390811,8.479007931,-6.197935452,16.59374115,-8.078382084,560.5885312,112.74683,19.55951715,56.09541862,232.4909423,71.81691984,185.4951721,82.57522767,-999,-999,-999,-999
FRB06,2021,1,92681,10.79974452,17.89479229,25.39107083,24.04328547,1.429930899,1.805806347,13.41264956,2.458690433,5.679636999,9.843878955,19.35631442,12.08959299,190.935715,125.0500004,170.9571433,158.5285723,20679,20658,684609,351016,208324,79754,63161,21674.88,332028,60730,65700,206076,-999,-999,-999,-999,0.140833333,0.259722222,0.191666667,0.155833333,14.75215977,6.019607868,30.00129706,545.1436826,24.157856,4.093363937,20.06449206,19.8730605,11.5066773,21.55863287,8.537030581,645.471431,83.87142853,19.67142864,47.70966517,231.0285712,82.57143068,170.9571433,186.3642857,1.770792667,2.0295512,1.9825745,2.9442139
FRE11,2021,1,76998,8.973766186,16.97214019,23.68975703,22.73309003,0.986891465,1.907969651,13.00431045,3.553666638,4.880642566,8.818047698,18.04078514,11.63969603,231.6363627,138.0545477,280.6545498,174.9545468,60860,56152,2607879,1350290,835052,273550,244180,79689.87,1254344,187603,253343,811160,-999,-999,-999,-999,0.165,0.233888889,0.228333333,0.152777778,13.55913864,5.428691558,26.83870791,501.7609494,23.536364,3.309266717,20.22709728,18.39091038,10.21816223,19.82660474,8.253156731,825.3000071,125.772723,23.70909076,49.9342824,283.7636404,104.8545473,280.6545498,244.3454526,1.9010315,1.9428711,1.8182068,2.4739685
FRE11,2021,1,76998,8.973766186,16.97214019,23.68975703,22.73309003,0.986891465,1.907969651,13.00431045,3.553666638,4.880642566,8.818047698,18.04078514,11.63969603,231.6363627,138.0545477,280.6545498,174.9545468,60860,56152,2607879,1350290,835052,273550,244180,79689.87,1254344,187603,253343,811160,-999,-999,-999,-999,0.165,0.233888889,0.228333333,0.152777778,13.55913864,5.428691558,26.83870791,501.7609494,23.536364,3.309266717,20.22709728,18.39091038,10.21816223,19.82660474,8.253156731,825.3000071,125.772723,23.70909076,49.9342824,283.7636404,104.8545473,280.6545498,244.3454526,1.9010315,1.9428711,1.8182068,2.4739685
FRE11,2021,1,76998,8.973766186,16.97214019,23.68975703,22.73309003,0.986891465,1.907969651,13.00431045,3.553666638,4.880642566,8.818047698,18.04078514,11.63969603,231.6363627,138.0545477,280.6545498,174.9545468,60860,56152,2607879,1350290,835052,273550,244180,79689.87,1254344,187603,253343,811160,-999,-999,-999,-999,0.165,0.233888889,0.228333333,0.152777778,13.55913864,5.428691558,26.83870791,501.7609494,23.536364,3.309266717,20.22709728,18.39091038,10.21816223,19.82660474,8.253156731,825.3000071,125.772723,23.70909076,49.9342824,283.7636404,104.8545473,280.6545498,244.3454526,1.9010315,1.9428711,1.8182068,2.4739685
FRE11,2021,1,76998,8.973766186,16.97214019,23.68975703,22.73309003,0.986891465,1.907969651,13.00431045,3.553666638,4.880642566,8.818047698,18.04078514,11.63969603,231.6363627,138.0545477,280.6545498,174.9545468,60860,56152,2607879,1350290,835052,273550,244180,79689.87,1254344,187603,253343,811160,-999,-999,-999,-999,0.165,0.233888889,0.228333333,0.152777778,13.55913864,5.428691558,26.83870791,501.7609494,23.536364,3.309266717,20.22709728,18.39091038,10.21816223,19.82660474,8.253156731,825.3000071,125.772723,23.70909076,49.9342824,283.7636404,104.8545473,280.6545498,244.3454526,1.9010315,1.9428711,1.8182068,2.4739685
FRE11,2021,1,76998,8.973766186,16.97214019,23.68975703,22.73309003,0.986891465,1.907969651,13.00431045,3.553666638,4.880642566,8.818047698,18.04078514,11.63969603,231.6363627,138.0545477,280.6545498,174.9545468,60860,56152,2607879,1350290,835052,273550,244180,79689.87,1254344,187603,253343,811160,-999,-999,-999,-999,0.165,0.233888889,0.228333333,0.152777778,13.55913864,5.428691558,26.83870791,501.7609494,23.536364,3.309266717,20.22709728,18.39091038,10.21816223,19.82660474,8.253156731,825.3000071,125.772723,23.70909076,49.9342824,283.7636404,104.8545473,280.6545498,244.3454526,1.9010315,1.9428711,1.8182068,2.4739685
FRF21,2021,1,48993,9.554249625,16.70393561,24.46423263,22.315633,-0.226999998,-0.165199988,11.87036625,1.882866604,4.117544462,7.957187667,17.73421908,10.41193746,263.9800039,170.6800034,327.2399986,201.3800017,-999,-999,267127,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.064166667,0.268055556,0.28,0.19,12.971611,5.832777664,27.14976947,514.2110982,23.835,2.35129027,21.48370973,17.9712117,9.718327953,19.70977621,7.519636621,963.2800077,150.2000002,30.930001,48.01750657,358.0300021,128.7900001,327.2399986,261.5400041,2.567657433,2.776285767,2.1988525,3.081665
FRF21,2021,1,48993,9.554249625,16.70393561,24.46423263,22.315633,-0.226999998,-0.165199988,11.87036625,1.882866604,4.117544462,7.957187667,17.73421908,10.41193746,263.9800039,170.6800034,327.2399986,201.3800017,-999,-999,267127,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.064166667,0.268055556,0.28,0.19,12.971611,5.832777664,27.14976947,514.2110982,23.835,2.35129027,21.48370973,17.9712117,9.718327953,19.70977621,7.519636621,963.2800077,150.2000002,30.930001,48.01750657,358.0300021,128.7900001,327.2399986,261.5400041,2.567657433,2.776285767,2.1988525,3.081665
FRF21,2021,1,48993,9.554249625,16.70393561,24.46423263,22.315633,-0.226999998,-0.165199988,11.87036625,1.882866604,4.117544462,7.957187667,17.73421908,10.41193746,263.9800039,170.6800034,327.2399986,201.3800017,-999,-999,267127,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.064166667,0.268055556,0.28,0.19,12.971611,5.832777664,27.14976947,514.2110982,23.835,2.35129027,21.48370973,17.9712117,9.718327953,19.70977621,7.519636621,963.2800077,150.2000002,30.930001,48.01750657,358.0300021,128.7900001,327.2399986,261.5400041,2.567657433,2.776285767,2.1988525,3.081665
FRF23,2021,1,48993,10.14955319,17.20649174,25.04904093,23.28549967,0.678487909,1.283104115,12.84147155,2.284479075,4.936330546,8.909634886,18.64803739,11.16770496,197.6625019,133.8375029,222.4375044,136.5437534,-999,-999,563998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.135,0.254444444,0.219166667,0.127222222,13.99492691,6.158999928,28.48522669,529.521445,24.980625,3.358891052,21.62173395,19.0670058,10.87131923,20.90506053,8.103168908,690.4812627,111.1375028,22.38125124,49.90465582,271.7687558,97.10000184,222.4375044,199.3250028,2.1246338,2.343129433,1.9721069,3.0180664
FRF31,2021,1,14256,9.563642757,16.588645,25.08823273,22.38926627,-0.435419361,1.168903221,13.13012861,1.813633263,4.055601616,8.776180844,18.77091092,10.82111197,231.0200046,170.0200018,290.9500082,122.0500017,-999,-999,732085,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1275,0.267222222,0.250833333,0.1925,13.85551721,6.499131745,28.75065398,541.0936271,24.66,2.054838564,22.60516144,19.09587472,13.62572248,20.8827888,7.707947087,814.0400162,151.9400052,23.74999975,51.77457376,322.2000096,122.0500017,290.9500082,215.0500058,1.7446798,2.3835449,2.004425,2.5453491
FRF32,2021,1,14256,9.345803316,16.35260719,24.4024441,22.13419383,-0.463817211,1.046989196,12.51489227,1.79424995,3.948851284,8.426922531,18.20210968,10.58197401,254.0916707,175.5833345,303.7500038,148.5166703,15933,15798,180059,159669,93298,39348,27144,8133.92,150645,29191,28422,93174,-999,-999,-999,-999,0.138333333,0.348611111,0.284166667,0.213888889,13.48012086,6.380312955,28.07226777,538.3333919,24.788332,2.060161241,22.72817076,18.70773,10.83402915,20.45160984,7.232239315,881.9416793,159.3333365,28.06666563,50.85370387,348.9750052,136.4666645,303.7500038,244.2916725,1.514648433,1.854380267,2.299347,3.165924
FRF32,2021,1,14256,9.345803316,16.35260719,24.4024441,22.13419383,-0.463817211,1.046989196,12.51489227,1.79424995,3.948851284,8.426922531,18.20210968,10.58197401,254.0916707,175.5833345,303.7500038,148.5166703,13006,13294,180059,376284,232702,84898,59639,19819.37,355349,61941,62051,230580,-999,-999,-999,-999,0.138333333,0.348611111,0.284166667,0.213888889,13.48012086,6.380312955,28.07226777,538.3333919,24.788332,2.060161241,22.72817076,18.70773,10.83402915,20.45160984,7.232239315,881.9416793,159.3333365,28.06666563,50.85370387,348.9750052,136.4666645,303.7500038,244.2916725,1.514648433,1.854380267,2.299347,3.165924
FRF32,2021,1,14256,9.345803316,16.35260719,24.4024441,22.13419383,-0.463817211,1.046989196,12.51489227,1.79424995,3.948851284,8.426922531,18.20210968,10.58197401,254.0916707,175.5833345,303.7500038,148.5166703,13006,13294,180059,376284,232702,84898,59639,19819.37,355349,61941,62051,230580,-999,-999,-999,-999,0.138333333,0.348611111,0.284166667,0.213888889,13.48012086,6.380312955,28.07226777,538.3333919,24.788332,2.060161241,22.72817076,18.70773,10.83402915,20.45160984,7.232239315,881.9416793,159.3333365,28.06666563,50.85370387,348.9750052,136.4666645,303.7500038,244.2916725,1.514648433,1.854380267,2.299347,3.165924
FRF32,2021,1,14256,9.345803316,16.35260719,24.4024441,22.13419383,-0.463817211,1.046989196,12.51489227,1.79424995,3.948851284,8.426922531,18.20210968,10.58197401,254.0916707,175.5833345,303.7500038,148.5166703,13006,13294,180059,376284,232702,84898,59639,19819.37,355349,61941,62051,230580,-999,-999,-999,-999,0.138333333,0.348611111,0.284166667,0.213888889,13.48012086,6.380312955,28.07226777,538.3333919,24.788332,2.060161241,22.72817076,18.70773,10.83402915,20.45160984,7.232239315,881.9416793,159.3333365,28.06666563,50.85370387,348.9750052,136.4666645,303.7500038,244.2916725,1.514648433,1.854380267,2.299347,3.165924
FRH01,2021,1,761390,10.69005362,15.58921998,21.50749971,21.25238853,3.312150365,4.218527586,11.97202761,5.8550554,7.105482433,9.553463356,16.75175615,13.08065111,222.833338,128.4249975,176.733336,198.1000014,5773,4994,600924,90724,52228,24155,14705,4051.47,89927,18961,14921,55336,-999,-999,-999,-999,0.201666667,0.273611111,0.1925,0.169166667,14.36662721,5.487577905,31.48352555,391.7079758,23.464998,6.034999902,17.4299981,10.28195656,11.93773462,19.51852057,10.28195656,726.0916728,98.15833584,26.14166576,44.12751717,251.4250039,89.55833223,134.7583343,251.4250039,2.0201416,2.276096,2.765625,2.8838704
FRI13,2021,1,130961,15.81392838,20.36759806,26.00152248,25.72631407,2.817903236,5.121899473,15.2611291,4.998185068,8.969042491,12.70742967,20.56700377,14.69869855,340.2833435,152.4777825,162.9888901,229.0444455,20380,22017,419507,310539,170809,92469,48236,16093.69,289127,68300,48575,171905,-999,-999,-999,-999,0.109166667,0.253611111,0.258333333,0.21,17.15365127,5.836215297,28.61085837,495.6651109,26.751667,6.353064408,20.39860259,11.48163688,14.34022845,23.18207303,11.48163688,884.7944616,144.4722254,13.87777814,60.05817771,388.1166767,102.4500037,144.2888912,388.1166767,2.788452167,3.234714133,1.439209,1.6560465
